"","Dip","Gain","MatrixGo1","MatrixGo2","MatrixGo3","MatrixGo4","MatrixGo5","MatrixGo6","MatrixNoGo1","MatrixNoGo2","MatrixNoGo3","MatrixNoGo4","MatrixNoGo5","MatrixNoGo6"
"1","0.1","0.1",0.155125,0.137518,0.0897282,0.044768,0.013707,0.00390488,0.0191999,0.0540757,0.100839,0.140483,0.154534,0.159283
"2","0.1","0.2",0.156123,0.148584,0.129751,0.0882841,0.0280315,0.00390466,0.00655794,0.0241576,0.057985,0.107477,0.14736,0.159282
"3","0.1","0.3",0.156213,0.151009,0.140835,0.115072,0.0466602,0.0039055,0.00201521,0.0124306,0.0369896,0.0810041,0.136598,0.159282
"4","0.1","0.4",0.156237,0.152051,0.144929,0.129166,0.0660717,0.00390558,0.000373518,0.00668136,0.0249534,0.0621405,0.12324,0.159282
"5","0.1","0.5",0.156243,0.152621,0.146993,0.136868,0.0837689,0.00390213,0.000189063,0.00417026,0.0172269,0.0490532,0.110259,0.159281
"6","0.1","0.6",0.156249,0.152994,0.148246,0.141344,0.0974871,0.00390265,0.00016605,0.000980888,0.0120675,0.0394925,0.0983468,0.159281
"7","0.1","0.7",0.156253,0.153254,0.14908,0.144129,0.108112,0.00390283,0.000153759,0.000208862,0.00843146,0.0322068,0.0879562,0.159281
"8","0.1","0.8",0.156256,0.153445,0.149673,0.14603,0.116317,0.00390302,0.000145191,0.000182832,0.00580807,0.0264777,0.0788961,0.159281
"9","0.1","0.9",0.156258,0.153591,0.150117,0.1474,0.122684,0.00390315,0.000139195,0.00016929,0.00412977,0.0218651,0.0708452,0.159281
"10","0.1","1.0",0.15626,0.153706,0.15046,0.148429,0.127664,0.0039033,0.000134653,0.000160196,0.00151888,0.0180796,0.0639742,0.159281
"11","0.1","1.1",0.156261,0.153799,0.150734,0.149227,0.131602,0.00390329,0.000131091,0.00015384,0.000373309,0.0149666,0.0580387,0.159281
"12","0.1","1.2",0.156262,0.153876,0.150957,0.149864,0.134754,0.00390329,0.00012819,0.000148549,0.000180754,0.0123955,0.0528618,0.159281
"13","0.1","1.3",0.156263,0.153941,0.151143,0.150382,0.137307,0.00390315,0.000125728,0.000144666,0.000167632,0.010218,0.0483065,0.159281
"14","0.1","1.4",0.156264,0.153996,0.151299,0.150811,0.139369,0.00390336,0.000123878,0.000141576,0.000159392,0.00836693,0.0442695,0.159281
"15","0.1","1.5",0.156265,0.154044,0.151433,0.151173,0.141006,0.00390336,0.000122186,0.000138907,0.000153526,0.00678827,0.0406675,0.159281
"16","0.1","1.6",0.156266,0.154085,0.151548,0.151481,0.142369,0.0039033,0.000120865,0.000136502,0.000148372,0.00538359,0.0374334,0.159281
"17","0.1","1.7",0.156266,0.154121,0.151649,0.151747,0.143518,0.00390336,0.000119591,0.0001347,0.000144575,0.00412356,0.0345148,0.159281
"18","0.1","1.8",0.156267,0.154153,0.151737,0.151979,0.144498,0.00390341,0.000118583,0.000133219,0.000141427,0.00361964,0.0318675,0.159281
"19","0.1","1.9",0.156267,0.154181,0.151816,0.152182,0.145341,0.00390341,0.000117702,0.000131832,0.000138747,0.00136129,0.0294563,0.159281
"20","0.1","2.0",0.156267,0.154207,0.151886,0.152362,0.146074,0.00390346,0.000116863,0.000130577,0.000136647,0.000471539,0.02725,0.159281
"21","0.2","0.1",0.155134,0.112576,0.0466211,0.0131406,0.00212272,0.000404904,0.0192025,0.0849851,0.135667,0.153105,0.157543,0.159604
"22","0.2","0.2",0.156133,0.139705,0.0955,0.0393168,0.00533846,0.000405269,0.00655893,0.0435386,0.0988369,0.141162,0.155038,0.159604
"23","0.2","0.3",0.156223,0.146185,0.119715,0.0677736,0.0115785,0.000405359,0.00201624,0.0254511,0.0718179,0.123633,0.151804,0.159604
"24","0.2","0.4",0.156237,0.148806,0.131504,0.0903043,0.0212296,0.000405497,0.000372732,0.0155546,0.0538276,0.10638,0.14766,0.159603
"25","0.2","0.5",0.156248,0.150219,0.137853,0.105731,0.0330599,0.000405543,0.000189063,0.00965989,0.0415806,0.0913925,0.142516,0.159603
"26","0.2","0.6",0.156254,0.151094,0.141427,0.116682,0.0453437,0.000405575,0.000166058,0.00589623,0.0327124,0.0789285,0.136297,0.159603
"27","0.2","0.7",0.156259,0.151687,0.143719,0.124553,0.0570596,0.000405599,0.000153768,0.00389069,0.0260017,0.0683977,0.129299,0.159603
"28","0.2","0.8",0.156262,0.152116,0.145296,0.1303,0.0677999,0.000405608,0.000145194,0.000866941,0.0207552,0.0598243,0.122116,0.159603
"29","0.2","0.9",0.156263,0.152435,0.146434,0.134564,0.0775513,0.000405465,0.00013921,0.000192329,0.0165442,0.0527105,0.115148,0.159603
"30","0.2","1.0",0.15626,0.152679,0.147284,0.137783,0.0862594,0.000404953,0.000134665,0.000174092,0.0131935,0.0467039,0.108435,0.159601
"31","0.2","1.1",0.156261,0.152882,0.147959,0.140229,0.093561,0.000405097,0.0001311,0.000163554,0.0104439,0.0415854,0.102044,0.159601
"32","0.2","1.2",0.156263,0.153048,0.1485,0.142089,0.0999764,0.000405052,0.000128202,0.000156335,0.00815742,0.0371637,0.0960794,0.159601
"33","0.2","1.3",0.156263,0.153187,0.148941,0.143574,0.105618,0.000405045,0.000125732,0.000151228,0.006255,0.0333058,0.0905424,0.159601
"34","0.2","1.4",0.156264,0.153304,0.149309,0.144783,0.11058,0.000405197,0.000123874,0.000146623,0.00438693,0.0299108,0.0854156,0.159601
"35","0.2","1.5",0.156265,0.153405,0.149619,0.145781,0.114946,0.000405208,0.00012219,0.00014331,0.00343768,0.0269001,0.0806417,0.159601
"36","0.2","1.6",0.156266,0.153492,0.149885,0.146617,0.118789,0.000405208,0.000120861,0.000140562,0.000517137,0.024212,0.0760808,0.159601
"37","0.2","1.7",0.156266,0.153568,0.150114,0.147327,0.122174,0.000405209,0.000119591,0.00013838,0.000195191,0.0217969,0.071893,0.159601
"38","0.2","1.8",0.156267,0.153635,0.150314,0.147935,0.125157,0.000405202,0.000118583,0.000136351,0.000158391,0.0196152,0.0680447,0.159601
"39","0.2","1.9",0.156267,0.153695,0.15049,0.148462,0.127791,0.00040521,0.000117702,0.000134422,0.000152142,0.0176341,0.0644961,0.159601
"40","0.2","2.0",0.156267,0.153748,0.150646,0.148922,0.130119,0.000405224,0.000116863,0.000133028,0.000147507,0.0158389,0.0612144,0.159601
"41","0.3","0.1",0.155134,0.0881028,0.0238663,0.00360362,0.000497503,0.000143077,0.0192025,0.109365,0.146267,0.15588,0.158305,0.159633
"42","0.3","0.2",0.156141,0.127232,0.0659086,0.0158963,0.00099425,0.000143077,0.00656163,0.0637007,0.12292,0.149946,0.156839,0.159633
"43","0.3","0.3",0.156223,0.139772,0.096315,0.0372811,0.00239052,0.000143068,0.00202276,0.0405489,0.0984023,0.141165,0.155091,0.159632
"44","0.3","0.4",0.156247,0.144737,0.114033,0.058451,0.00540248,0.000143069,0.000369165,0.0272426,0.0790856,0.129498,0.153006,0.159632
"45","0.3","0.5",0.156253,0.147304,0.124894,0.076316,0.0107018,0.000143069,0.000189063,0.0186584,0.0641082,0.117266,0.150517,0.159632
"46","0.3","0.6",0.156254,0.148834,0.131811,0.0906552,0.0181689,0.000143059,0.000166062,0.0128366,0.0529392,0.105719,0.147569,0.159631
"47","0.3","0.7",0.156259,0.149861,0.136435,0.101604,0.0269927,0.000143056,0.000153769,0.00873,0.0442977,0.0952789,0.144135,0.159631
"48","0.3","0.8",0.156262,0.15059,0.139511,0.110303,0.0360717,0.000143061,0.000145194,0.00573497,0.037413,0.0860902,0.140214,0.159631
"49","0.3","0.9",0.156264,0.151133,0.141682,0.117244,0.0448732,0.000143061,0.00013921,0.00401644,0.0318008,0.0779085,0.135707,0.159631
"50","0.3","1.0",0.156266,0.151552,0.143299,0.122808,0.0531786,0.000143063,0.000134668,0.000837338,0.0271387,0.0706302,0.130864,0.159631
"51","0.3","1.1",0.156267,0.151885,0.144541,0.127295,0.0609389,0.000143063,0.000131103,0.000185756,0.023204,0.064323,0.125885,0.159631
"52","0.3","1.2",0.156268,0.152155,0.145522,0.130937,0.0681755,0.000143061,0.000128201,0.00016888,0.0198384,0.0588067,0.120882,0.159631
"53","0.3","1.3",0.156268,0.152379,0.146309,0.133914,0.0749124,0.000143059,0.000125742,0.000160454,0.0169216,0.0539411,0.115998,0.159631
"54","0.3","1.4",0.156265,0.152557,0.146943,0.136347,0.0814293,0.000143053,0.000123888,0.000154007,0.0144269,0.0496143,0.111353,0.15963
"55","0.3","1.5",0.156265,0.152717,0.147486,0.138393,0.0871352,0.000143049,0.000122201,0.000149696,0.0122633,0.0457489,0.106687,0.15963
"56","0.3","1.6",0.156266,0.152856,0.147947,0.140068,0.0922619,0.000143049,0.000120872,0.000145801,0.010348,0.0422761,0.102253,0.15963
"57","0.3","1.7",0.156266,0.152977,0.148341,0.141449,0.0969741,0.000143051,0.000119595,0.000142557,0.00864675,0.0391368,0.098028,0.15963
"58","0.3","1.8",0.156267,0.153083,0.148683,0.14262,0.101302,0.000143053,0.000118583,0.000140136,0.00712738,0.0362853,0.0940136,0.15963
"59","0.3","1.9",0.156267,0.153178,0.148981,0.143627,0.105275,0.000143053,0.000117703,0.000138087,0.00581641,0.033684,0.0902062,0.15963
"60","0.3","2.0",0.156267,0.153262,0.149243,0.144499,0.10892,0.000143051,0.000116863,0.000136428,0.00433774,0.0313014,0.0865993,0.15963
"61","0.4","0.1",0.155149,0.0671331,0.0115767,0.000956783,0.000177329,0.000124768,0.0192067,0.125765,0.150257,0.157044,0.158654,0.159643
"62","0.4","0.2",0.156141,0.113299,0.0444764,0.00549852,0.000299272,0.000124766,0.00656191,0.0822427,0.136068,0.153281,0.157627,0.159641
"63","0.4","0.3",0.156229,0.131525,0.0751656,0.0185319,0.000555933,0.000124766,0.0019669,0.0555413,0.11637,0.148062,0.156455,0.159641
"64","0.4","0.4",0.156247,0.139697,0.0963982,0.0363559,0.00112908,0.000124761,0.000379204,0.0395049,0.0981779,0.141127,0.15511,0.15964
"65","0.4","0.5",0.156258,0.143781,0.110494,0.0531661,0.00271163,0.00012476,0.000189071,0.028901,0.0830837,0.132396,0.153568,0.15964
"66","0.4","0.6",0.156264,0.146198,0.120244,0.0677213,0.00560023,0.00012476,0.000166088,0.0213817,0.0705842,0.122968,0.151796,0.15964
"67","0.4","0.7",0.15626,0.147764,0.12709,0.0804944,0.0103065,0.000124755,0.000153784,0.0158029,0.060552,0.113859,0.149763,0.15964
"68","0.4","0.8",0.156262,0.148853,0.132016,0.0908132,0.0164647,0.00012475,0.000145195,0.0116593,0.0524724,0.105128,0.147448,0.159639
"69","0.4","0.9",0.156264,0.149663,0.135659,0.0993457,0.0235528,0.00012475,0.000139209,0.00844181,0.0458034,0.0970829,0.144836,0.159639
"70","0.4","1.0",0.156266,0.150282,0.138344,0.106525,0.0307821,0.000124749,0.000134668,0.00594069,0.0402119,0.0897757,0.141923,0.159639
"71","0.4","1.1",0.156267,0.15077,0.140336,0.112575,0.0378392,0.000124749,0.000131106,0.00392153,0.0354571,0.0831688,0.13869,0.159639
"72","0.4","1.2",0.156268,0.151163,0.141896,0.117685,0.0445972,0.000124749,0.000128201,0.000904072,0.0313647,0.0770233,0.135085,0.159639
"73","0.4","1.3",0.156269,0.151487,0.143144,0.122009,0.0510228,0.000124749,0.000125742,0.000207828,0.0278056,0.0714601,0.131311,0.159639
"74","0.4","1.4",0.15627,0.151759,0.144162,0.125677,0.0571218,0.000124749,0.000123888,0.000166292,0.024682,0.0664786,0.12744,0.159639
"75","0.4","1.5",0.156271,0.151989,0.145005,0.1288,0.062913,0.000124748,0.000122201,0.000158819,0.021918,0.0619933,0.12353,0.159639
"76","0.4","1.6",0.156271,0.152186,0.145713,0.13147,0.0684091,0.000124749,0.000120876,0.000153033,0.0194545,0.0579343,0.119634,0.159639
"77","0.4","1.7",0.156271,0.152357,0.146308,0.133757,0.0736277,0.00012475,0.000119598,0.00014895,0.0172372,0.0542409,0.115844,0.159639
"78","0.4","1.8",0.156268,0.1525,0.146818,0.13572,0.0786794,0.000124749,0.000118593,0.000145705,0.0152755,0.0508684,0.112263,0.159638
"79","0.4","1.9",0.156268,0.152629,0.147263,0.137421,0.0836448,0.000124746,0.000117712,0.000142497,0.0135223,0.0477782,0.108505,0.159638
"80","0.4","2.0",0.156267,0.152746,0.147656,0.138902,0.087911,0.000124746,0.00011687,0.000140158,0.0119329,0.0449394,0.104954,0.159638
"81","0.5","0.1",0.15515,0.0510941,0.00532972,0.000332102,0.000120378,0.000116128,0.0192047,0.136276,0.152242,0.15768,0.158855,0.159646
"82","0.5","0.2",0.156141,0.0995729,0.0290413,0.0015906,0.000137254,0.000116125,0.00656173,0.0974172,0.142808,0.154971,0.158069,0.159645
"83","0.5","0.3",0.156231,0.122241,0.0576495,0.00785236,0.000192475,0.000116125,0.00196733,0.0695158,0.128357,0.151424,0.157195,0.159645
"84","0.5","0.4",0.156248,0.133476,0.0803102,0.0207901,0.000336811,0.000116125,0.000376821,0.0513654,0.112563,0.146826,0.156217,0.159644
"85","0.5","0.5",0.156258,0.13961,0.0963373,0.0358506,0.000638818,0.000116122,0.000189066,0.0390957,0.0980022,0.141087,0.155124,0.159644
"86","0.5","0.6",0.156264,0.143097,0.10808,0.0497475,0.00129592,0.00011612,0.000166088,0.03027,0.0855865,0.134101,0.153898,0.159644
"87","0.5","0.7",0.156269,0.145347,0.116819,0.0620384,0.00300925,0.00011612,0.00015379,0.0236178,0.074947,0.126507,0.152522,0.159644
"88","0.5","0.8",0.15627,0.146901,0.123388,0.0728999,0.00586306,0.00011612,0.000145217,0.0184284,0.0659443,0.118855,0.15098,0.159644
"89","0.5","0.9",0.156265,0.148016,0.128348,0.0828441,0.0101191,0.000116118,0.000139217,0.0143462,0.0584305,0.111613,0.149249,0.159643
"90","0.5","1.0",0.156266,0.148869,0.132194,0.0909173,0.0154045,0.000116118,0.000134668,0.0110882,0.052094,0.104568,0.147326,0.159643
"91","0.5","1.1",0.156267,0.149538,0.135206,0.0979292,0.0213136,0.000116116,0.000131106,0.00842664,0.0466657,0.0980007,0.145196,0.159643
"92","0.5","1.2",0.156268,0.150075,0.137574,0.104037,0.0273259,0.000116114,0.000128205,0.0062379,0.0419661,0.091923,0.142858,0.159643
"93","0.5","1.3",0.156269,0.150515,0.139397,0.109362,0.0332163,0.000116114,0.000125738,0.00449111,0.0378585,0.08632,0.140305,0.159643
"94","0.5","1.4",0.15627,0.15088,0.140871,0.114008,0.0389076,0.000116114,0.000123884,0.00114747,0.0342383,0.0811189,0.137492,0.159643
"95","0.5","1.5",0.156271,0.151189,0.142087,0.118066,0.0443782,0.000116114,0.000122201,0.000586009,0.031024,0.0761986,0.134462,0.159643
"96","0.5","1.6",0.156271,0.151453,0.143102,0.121612,0.0496293,0.000116114,0.000120876,0.000168354,0.028151,0.0716951,0.131326,0.159643
"97","0.5","1.7",0.156272,0.151682,0.143961,0.124717,0.0546704,0.000116114,0.000119601,0.000158382,0.0255679,0.0675801,0.128118,0.159643
"98","0.5","1.8",0.156272,0.151881,0.144696,0.12744,0.0595128,0.000116115,0.00011859,0.000152986,0.023233,0.0638059,0.124872,0.159643
"99","0.5","1.9",0.156273,0.152057,0.14533,0.129833,0.0641679,0.000116115,0.000117712,0.000148745,0.021112,0.0603326,0.121618,0.159643
"100","0.5","2.0",0.156273,0.152212,0.145881,0.13194,0.0685998,0.000116115,0.000116873,0.000145709,0.01917,0.0571254,0.118406,0.159643
"101","0.6","0.1",0.15515,0.0386554,0.002347,0.000151416,0.000110515,0.000110936,0.0192035,0.142551,0.153415,0.15808,0.158985,0.159649
"102","0.6","0.2",0.156141,0.0868422,0.017907,0.000518996,0.000114074,0.000110933,0.00656573,0.109775,0.146593,0.155982,0.158352,0.159647
"103","0.6","0.3",0.156231,0.112603,0.0436616,0.00282897,0.000121389,0.000110933,0.00196731,0.0822238,0.136269,0.153347,0.157659,0.159647
"104","0.6","0.4",0.156255,0.126587,0.0656214,0.0103948,0.000143651,0.000110933,0.000370487,0.0625214,0.122997,0.150044,0.156898,0.159647
"105","0.6","0.5",0.156258,0.134607,0.0832513,0.022639,0.000212887,0.000110933,0.000189072,0.0488526,0.109927,0.145952,0.156059,0.159646
"106","0.6","0.6",0.156264,0.139524,0.096234,0.0355171,0.00038281,0.000110931,0.000166088,0.0389161,0.0978438,0.141046,0.155136,0.159646
"107","0.6","0.7",0.156269,0.142576,0.106318,0.0473343,0.000737595,0.00011093,0.00015379,0.0313552,0.0872814,0.135213,0.154118,0.159646
"108","0.6","0.8",0.156272,0.144671,0.114203,0.05796,0.00149259,0.00011093,0.000145216,0.025412,0.0780671,0.128858,0.152993,0.159646
"109","0.6","0.9",0.156274,0.146183,0.120405,0.067528,0.0033331,0.00011093,0.000139231,0.0206198,0.0699098,0.122359,0.151751,0.159646
"110","0.6","1.0",0.156272,0.147317,0.125298,0.0762526,0.0061356,0.00011093,0.000134679,0.0166783,0.0629442,0.116097,0.150377,0.159646
"111","0.6","1.1",0.156267,0.148183,0.1292,0.0842837,0.0100376,0.000110928,0.000131107,0.0134789,0.0569587,0.10994,0.148865,0.159645
"112","0.6","1.2",0.156268,0.148882,0.132358,0.0909889,0.0146713,0.000110929,0.000128205,0.0107932,0.0517479,0.104029,0.147207,0.159645
"113","0.6","1.3",0.156269,0.149453,0.13493,0.0969538,0.0197119,0.000110926,0.000125742,0.00852269,0.0471711,0.098464,0.145395,0.159645
"114","0.6","1.4",0.15627,0.149927,0.137032,0.102273,0.0248574,0.000110926,0.000123888,0.00659867,0.0431207,0.0932506,0.143427,0.159645
"115","0.6","1.5",0.156271,0.150325,0.138716,0.107018,0.0299102,0.000110926,0.000122201,0.00471902,0.0395115,0.0883818,0.141299,0.159645
"116","0.6","1.6",0.156271,0.150664,0.1401,0.111252,0.0348224,0.000110926,0.000120875,0.00349581,0.0362756,0.0838369,0.138992,0.159645
"117","0.6","1.7",0.156272,0.150957,0.141267,0.115031,0.0395794,0.000110926,0.000119601,0.000805215,0.0333582,0.0795099,0.13648,0.159645
"118","0.6","1.8",0.156272,0.151211,0.14226,0.118406,0.0441814,0.000110926,0.000118593,0.000171113,0.0307148,0.0754152,0.133844,0.159645
"119","0.6","1.9",0.156273,0.151434,0.143115,0.12142,0.0486331,0.000110926,0.000117708,0.000158689,0.0283087,0.0716322,0.13113,0.159645
"120","0.6","2.0",0.156273,0.151632,0.143856,0.124116,0.0529409,0.000110926,0.000116869,0.000153547,0.0261094,0.0681273,0.128361,0.159645
"121","0.7","0.1",0.15515,0.0289066,0.00103782,0.000126379,0.000106019,0.000107352,0.019203,0.146402,0.154185,0.158355,0.159077,0.15965
"122","0.7","0.2",0.156153,0.07469,0.010331,0.000190391,0.000107823,0.000107352,0.00656408,0.119436,0.148949,0.156653,0.158549,0.15965
"123","0.7","0.3",0.156231,0.103092,0.0323105,0.000854139,0.000110223,0.000107351,0.00196726,0.0930533,0.141245,0.154578,0.157976,0.159648
"124","0.7","0.4",0.156255,0.119274,0.0534788,0.00436107,0.000114148,0.000107351,0.00037038,0.0729026,0.130792,0.15205,0.157357,0.159648
"125","0.7","0.5",0.156266,0.129113,0.070795,0.0128473,0.00012349,0.000107351,0.000189127,0.0581228,0.119131,0.14898,0.156683,0.159648
"126","0.7","0.6",0.156264,0.13532,0.0851464,0.0240955,0.000153095,0.000107351,0.000166088,0.0471819,0.108034,0.145299,0.155948,0.159648
"127","0.7","0.7",0.156269,0.139439,0.0961145,0.0352577,0.000243004,0.00010735,0.000153793,0.0388216,0.0976915,0.141003,0.155149,0.159648
"128","0.7","0.8",0.156272,0.14216,0.104963,0.0455209,0.000437717,0.000107349,0.000145216,0.032208,0.0884874,0.135986,0.154277,0.159648
"129","0.7","0.9",0.156274,0.144115,0.112135,0.0548726,0.000844872,0.000107349,0.000139231,0.0268472,0.0803471,0.13052,0.153325,0.159648
"130","0.7","1.0",0.156276,0.145576,0.117968,0.0634132,0.00174697,0.000107349,0.000134687,0.0224146,0.0729386,0.124889,0.152286,0.159648
"131","0.7","1.1",0.156276,0.146703,0.122732,0.0712229,0.00367053,0.000107349,0.000131122,0.0186853,0.0664851,0.119285,0.151151,0.159648
"132","0.7","1.2",0.156274,0.147591,0.126617,0.0785643,0.00640088,0.000107348,0.000128212,0.0155447,0.0608215,0.113939,0.149909,0.159648
"133","0.7","1.3",0.15627,0.148301,0.129829,0.0852878,0.00999006,0.000107346,0.000125742,0.0129081,0.0558423,0.108606,0.148559,0.159647
