"","Dip","Gain","MatrixGo1","MatrixGo2","MatrixGo3","MatrixGo4","MatrixGo5","MatrixGo6","MatrixNoGo1","MatrixNoGo2","MatrixNoGo3","MatrixNoGo4","MatrixNoGo5","MatrixNoGo6"
"267","1.4","0.7",0.156276,0.109652,0.0418916,0.000263167,9.75937e-05,9.75763e-05,0.000153825,0.0831845,0.136934,0.153519,0.157763,0.159653
"268","1.4","0.8",0.156279,0.117087,0.0519185,0.00139534,9.81023e-05,9.75763e-05,0.000145252,0.0734015,0.131237,0.152182,0.157455,0.159653
"269","1.4","0.9",0.156282,0.122959,0.0609652,0.00505038,9.86747e-05,9.75763e-05,0.000139255,0.0651402,0.125208,0.150693,0.157132,0.159653
"270","1.4","1.0",0.156283,0.127626,0.0691816,0.0104453,9.93227e-05,9.75763e-05,0.000134704,0.0581526,0.11909,0.149038,0.156794,0.159653
"271","1.4","1.1",0.156281,0.131334,0.0768499,0.0163998,0.00010007,9.75763e-05,0.000131129,0.0521361,0.113297,0.147201,0.156436,0.159652
"272","1.4","1.2",0.156278,0.134354,0.0838138,0.0224621,0.000100918,9.75763e-05,0.000128219,0.0469458,0.107444,0.14518,0.156062,0.159652
"273","1.4","1.3",0.156279,0.136816,0.0897874,0.0282801,0.000101899,9.75763e-05,0.000125757,0.0424253,0.101868,0.14297,0.155668,0.159652
"274","1.4","1.4",0.15628,0.138829,0.0951682,0.0338245,0.000103136,9.75763e-05,0.0001239,0.0384415,0.0966035,0.140555,0.155254,0.159652
"275","1.4","1.5",0.156281,0.140453,0.100029,0.0391107,0.000104988,9.75763e-05,0.000122212,0.0349057,0.0916577,0.137909,0.154819,0.159652
"276","1.4","1.6",0.156281,0.141796,0.10442,0.0441549,0.000108975,9.75763e-05,0.000120886,0.0317469,0.087023,0.135079,0.15436,0.159652
"277","1.4","1.7",0.156282,0.142927,0.108386,0.0489754,0.000117818,9.75763e-05,0.000119612,0.0289078,0.0826638,0.132135,0.153876,0.159652
"278","1.4","1.8",0.156282,0.143893,0.111967,0.0535887,0.000148587,9.75753e-05,0.000118603,0.0263423,0.0785098,0.129111,0.153365,0.159652
"279","1.4","1.9",0.156283,0.144726,0.1152,0.0580102,0.000221661,9.75753e-05,0.000117722,0.0240127,0.0745845,0.12604,0.152827,0.159652
"280","1.4","2.0",0.156283,0.14545,0.118117,0.0622536,0.0003975,9.75755e-05,0.000116882,0.0218878,0.0709385,0.122952,0.152258,0.159652
"281","1.5","0.1",0.15515,0.00122263,0.000108622,0.000102838,9.46597e-05,9.69604e-05,0.0192029,0.155338,0.156314,0.159176,0.159362,0.159655
"282","1.5","0.2",0.156154,0.018891,0.000121698,0.000104296,9.49474e-05,9.69595e-05,0.00655832,0.148938,0.154674,0.158523,0.159145,0.159655
"283","1.5","0.3",0.156244,0.0453024,0.000436086,0.000106093,9.52453e-05,9.69599e-05,0.00193404,0.139085,0.152676,0.157806,0.15892,0.159655
"284","1.5","0.4",0.156268,0.0660583,0.00376522,0.000108288,9.55552e-05,9.69599e-05,0.00037219,0.125761,0.150232,0.157016,0.158684,0.159655
"285","1.5","0.5",0.156268,0.0827639,0.0137325,0.00011112,9.58853e-05,9.69587e-05,0.000189128,0.112228,0.147247,0.156141,0.158438,0.159653
"286","1.5","0.6",0.156272,0.0952657,0.0256613,0.000115285,9.623e-05,9.69587e-05,0.000166144,0.0994864,0.143649,0.155176,0.158182,0.159653
"287","1.5","0.7",0.156276,0.105138,0.036629,0.000132732,9.66006e-05,9.69587e-05,0.000153825,0.0883121,0.139402,0.154108,0.157914,0.159653
"288","1.5","0.8",0.156279,0.113006,0.0464884,0.000481599,9.70123e-05,9.69587e-05,0.000145252,0.0785191,0.134402,0.152924,0.157635,0.159653
"289","1.5","0.9",0.156282,0.119311,0.055415,0.00246369,9.74638e-05,9.69587e-05,0.000139255,0.0699542,0.128889,0.151612,0.157342,0.159653
"290","1.5","1.0",0.156283,0.124389,0.0635557,0.00648833,9.79667e-05,9.69587e-05,0.000134711,0.0626861,0.123174,0.15016,0.157037,0.159653
"291","1.5","1.1",0.156284,0.1285,0.0709767,0.0118378,9.85324e-05,9.69587e-05,0.000131129,0.056448,0.117463,0.148557,0.156717,0.159653
"292","1.5","1.2",0.156281,0.131822,0.0781667,0.0174286,9.91747e-05,9.69587e-05,0.000128227,0.0510034,0.112039,0.146789,0.15638,0.159653
"293","1.5","1.3",0.156279,0.134574,0.0844666,0.0230593,9.99235e-05,9.69587e-05,0.000125757,0.0462595,0.106573,0.144857,0.156028,0.159652
"294","1.5","1.4",0.15628,0.13685,0.0899966,0.0284645,0.000100757,9.69587e-05,0.000123899,0.0420871,0.101372,0.142754,0.155659,0.159653
"295","1.5","1.5",0.156281,0.138737,0.0950258,0.0336265,0.000101743,9.69587e-05,0.000122212,0.0383783,0.0964395,0.140466,0.155272,0.159652
"296","1.5","1.6",0.156281,0.140282,0.0996025,0.0385648,0.000103062,9.69587e-05,0.000120886,0.0350616,0.0917884,0.137969,0.154865,0.159652
"297","1.5","1.7",0.156282,0.141573,0.103767,0.0432925,0.000105385,9.69587e-05,0.000119612,0.0320781,0.0874125,0.13531,0.154438,0.159652
"298","1.5","1.8",0.156282,0.14267,0.107556,0.0478247,0.000110279,9.69587e-05,0.000118603,0.0293802,0.0832827,0.132543,0.153988,0.159652
"299","1.5","1.9",0.156283,0.143614,0.111001,0.0521756,0.000124088,9.69577e-05,0.000117722,0.0269288,0.0793385,0.1297,0.153516,0.159652
"300","1.5","2.0",0.156283,0.144434,0.114132,0.0563579,0.000163624,9.69577e-05,0.000116882,0.0246915,0.0755914,0.126809,0.153018,0.159652
"301","1.6","0.1",0.15515,0.000769749,0.000106477,0.000101806,9.40442e-05,9.6389e-05,0.0192029,0.155694,0.156416,0.159217,0.159377,0.159655
"302","1.6","0.2",0.156154,0.0150601,0.000114388,0.000103081,9.43085e-05,9.63889e-05,0.00655831,0.150033,0.154918,0.158614,0.159176,0.159655
"303","1.6","0.3",0.156244,0.0404686,0.000244218,0.000104595,9.45799e-05,9.63891e-05,0.0019341,0.141448,0.153115,0.157953,0.158968,0.159655
"304","1.6","0.4",0.156268,0.0609581,0.00203605,0.000106494,9.4861e-05,9.63878e-05,0.00037219,0.129515,0.150936,0.15723,0.158751,0.159655
"305","1.6","0.5",0.156272,0.0773311,0.00991358,0.000108766,9.5149e-05,9.63873e-05,0.000189149,0.1167,0.148302,0.156436,0.158524,0.159654
"306","1.6","0.6",0.156272,0.0905101,0.0210763,0.000111818,9.54524e-05,9.63873e-05,0.000166144,0.104294,0.145142,0.155561,0.158288,0.159653
"307","1.6","0.7",0.156276,0.1007,0.0317959,0.000117092,9.57785e-05,9.63873e-05,0.000153825,0.0931503,0.141413,0.1546,0.158044,0.159653
"308","1.6","0.8",0.156279,0.108933,0.0414807,0.000169359,9.61167e-05,9.63873e-05,0.000145252,0.0833716,0.137067,0.15354,0.157788,0.159653
"309","1.6","0.9",0.156282,0.115619,0.0502761,0.000849445,9.64814e-05,9.63873e-05,0.000139255,0.0746398,0.132078,0.152373,0.157522,0.159653
"310","1.6","1.0",0.156283,0.12107,0.0583204,0.00353342,9.68873e-05,9.63873e-05,0.000134711,0.0671065,0.126784,0.151086,0.157244,0.159653
"311","1.6","1.1",0.156285,0.125534,0.0657131,0.00789133,9.73322e-05,9.63873e-05,0.000131139,0.0606258,0.121371,0.14967,0.156954,0.159653
"312","1.6","1.2",0.156285,0.129198,0.0724962,0.0130588,9.78295e-05,9.63873e-05,0.000128227,0.0549988,0.116075,0.148115,0.156651,0.159653
"313","1.6","1.3",0.156282,0.132217,0.0792097,0.0183159,9.83896e-05,9.63873e-05,0.000125761,0.0500189,0.110921,0.146411,0.156332,0.159653
"314","1.6","1.4",0.15628,0.134741,0.0849667,0.023563,9.90258e-05,9.63873e-05,0.000123899,0.0456574,0.105814,0.144557,0.156,0.159653
"315","1.6","1.5",0.156281,0.136865,0.0901584,0.0286004,9.977e-05,9.63873e-05,0.000122212,0.0417817,0.100916,0.142547,0.155653,0.159653
"316","1.6","1.6",0.156281,0.138645,0.0948817,0.0334279,0.000100602,9.63873e-05,0.000120886,0.038312,0.0962733,0.140369,0.155289,0.159653
"317","1.6","1.7",0.156282,0.14012,0.0992076,0.03806,0.000101607,9.63873e-05,0.000119612,0.0351884,0.0918814,0.138003,0.154908,0.159653
"318","1.6","1.8",0.156282,0.141364,0.103169,0.0425072,0.000103071,9.63873e-05,0.000118603,0.0323618,0.0877349,0.135491,0.154509,0.159653
"319","1.6","1.9",0.156283,0.14243,0.106795,0.0467825,0.000106051,9.63874e-05,0.000117722,0.0297919,0.0838087,0.132878,0.154089,0.159653
"320","1.6","2.0",0.156283,0.143352,0.110113,0.0508978,0.000112677,9.6386e-05,0.000116883,0.0274453,0.080052,0.130194,0.153649,0.159653
"321","1.7","0.1",0.15515,0.000474305,0.000104716,0.000100873,9.34657e-05,9.58742e-05,0.0192029,0.155998,0.156506,0.159254,0.15939,0.159655
"322","1.7","0.2",0.156154,0.0118048,0.00011054,0.000102015,9.37231e-05,9.58742e-05,0.00655835,0.150946,0.155128,0.158692,0.159204,0.159655
"323","1.7","0.3",0.156244,0.0360091,0.000155509,0.000103342,9.39735e-05,9.58735e-05,0.00193405,0.143401,0.153489,0.158081,0.15901,0.159655
"324","1.7","0.4",0.156268,0.0562101,0.00100801,0.000104936,9.42314e-05,9.58735e-05,0.00037219,0.132799,0.151529,0.157414,0.158809,0.159655
"325","1.7","0.5",0.156278,0.0723562,0.00674214,0.000106904,9.44942e-05,9.58729e-05,0.000189405,0.120597,0.149184,0.156686,0.1586,0.159655
"326","1.7","0.6",0.156272,0.0859249,0.0168909,0.00010933,9.47683e-05,9.58729e-05,0.000166144,0.108778,0.146384,0.155889,0.158382,0.159653
"327","1.7","0.7",0.156276,0.0963623,0.027344,0.000112683,9.5053e-05,9.58729e-05,0.000153825,0.0977334,0.143087,0.155016,0.158156,0.159653
"328","1.7","0.8",0.156279,0.104896,0.03685,0.000121334,9.53496e-05,9.58729e-05,0.000145252,0.08793,0.139266,0.15406,0.157921,0.159653
"329","1.7","0.9",0.156282,0.11191,0.045507,0.00026554,9.56694e-05,9.58729e-05,0.000139255,0.0791959,0.134836,0.153011,0.157677,0.159653
"330","1.7","1.0",0.156283,0.117697,0.0534451,0.00145484,9.60017e-05,9.58729e-05,0.000134711,0.0714217,0.129961,0.15186,0.157423,0.159653
"331","1.7","1.1",0.156285,0.122487,0.0607678,0.0047257,9.63604e-05,9.58729e-05,0.000131143,0.0647102,0.124889,0.150598,0.157158,0.159653
"332","1.7","1.2",0.156286,0.126465,0.0675497,0.00920004,9.676e-05,9.58729e-05,0.000128233,0.0588682,0.119754,0.149216,0.156882,0.159653
"333","1.7","1.3",0.156286,0.129763,0.0738446,0.0141339,9.72e-05,9.58729e-05,0.000125761,0.053741,0.114812,0.147704,0.156594,0.159653
"334","1.7","1.4",0.156281,0.132537,0.0800721,0.0190715,9.76916e-05,9.58729e-05,0.000123899,0.049168,0.109921,0.146058,0.156292,0.159653
"335","1.7","1.5",0.156281,0.134875,0.085428,0.0239788,9.82568e-05,9.58729e-05,0.000122212,0.0451211,0.105102,0.144274,0.155978,0.159653
"336","1.7","1.6",0.156281,0.136866,0.0902811,0.0286933,9.88786e-05,9.58729e-05,0.000120886,0.0415026,0.100492,0.142347,0.15565,0.159653
"337","1.7","1.7",0.156282,0.138552,0.0947355,0.0332286,9.96281e-05,9.58729e-05,0.000119612,0.0382428,0.0961048,0.140266,0.155308,0.159653
"338","1.7","1.8",0.156282,0.139964,0.0988382,0.0375889,0.000100454,9.58731e-05,0.000118603,0.0352909,0.0919427,0.138013,0.154949,0.159653
"339","1.7","1.9",0.156283,0.141166,0.102616,0.0417859,0.000101529,9.58729e-05,0.000117722,0.0326054,0.0880009,0.13563,0.154574,0.159653
"340","1.7","2.0",0.156283,0.142203,0.106094,0.0458307,0.000103205,9.58719e-05,0.000116882,0.0301519,0.0842574,0.133153,0.154181,0.159653
"341","1.8","0.1",0.15515,0.000282706,0.000103211,0.000100047,9.29418e-05,9.54312e-05,0.0192029,0.156261,0.156584,0.159286,0.159402,0.159655
"342","1.8","0.2",0.156154,0.00901791,0.000107908,0.000101069,9.31674e-05,9.54312e-05,0.00655831,0.151717,0.155311,0.158761,0.159228,0.159655
"343","1.8","0.3",0.156244,0.0318853,0.000124769,0.000102244,9.34031e-05,9.54302e-05,0.00193406,0.145039,0.153811,0.158192,0.159047,0.159655
"344","1.8","0.4",0.156268,0.051781,0.000539984,0.000103623,9.36547e-05,9.54315e-05,0.000372161,0.135664,0.152034,0.157575,0.15886,0.159655
"345","1.8","0.5",0.156279,0.0678162,0.00428357,0.000105309,9.38977e-05,9.54302e-05,0.000189174,0.124262,0.149927,0.156903,0.158666,0.159655
"346","1.8","0.6",0.156272,0.0814644,0.0132191,0.000107344,9.41487e-05,9.54301e-05,0.000166144,0.112952,0.147429,0.156171,0.158463,0.159654
"347","1.8","0.7",0.156276,0.0921419,0.023231,0.000109962,9.44079e-05,9.54301e-05,0.000153825,0.102069,0.144496,0.155374,0.158255,0.159654
"348","1.8","0.8",0.156279,0.100919,0.0325565,0.000113843,9.46757e-05,9.54301e-05,0.000145252,0.0922644,0.141098,0.154504,0.158038,0.159654
"349","1.8","0.9",0.156282,0.108212,0.0410715,0.000133045,9.4954e-05,9.54301e-05,0.000139255,0.0835389,0.13719,0.153553,0.157813,0.159654
"350","1.8","1.0",0.156283,0.114294,0.0488966,0.000489387,9.52445e-05,9.54301e-05,0.000134711,0.0756402,0.13275,0.152515,0.157579,0.159654
"351","1.8","1.1",0.156285,0.11938,0.056131,0.00246476,9.55583e-05,9.54301e-05,0.000131143,0.0687078,0.128029,0.15138,0.157336,0.159654
"352","1.8","1.2",0.156286,0.123645,0.0628525,0.00594929,9.58847e-05,9.54301e-05,0.000128239,0.0626628,0.123175,0.150141,0.157083,0.159654
"353","1.8","1.3",0.156287,0.127232,0.0691067,0.0103912,9.62373e-05,9.54301e-05,0.000125761,0.0573478,0.118306,0.14879,0.15682,0.159654
"354","1.8","1.4",0.156285,0.130239,0.0749626,0.0150679,9.6632e-05,9.54301e-05,0.000123903,0.0526388,0.113695,0.147319,0.156545,0.159653
"355","1.8","1.5",0.156281,0.132796,0.0808105,0.0197219,9.70657e-05,9.54301e-05,0.000122212,0.0484028,0.109025,0.145725,0.156259,0.159653
"356","1.8","1.6",0.156281,0.134979,0.0858004,0.0243242,9.7554e-05,9.54301e-05,0.000120886,0.0446373,0.104455,0.144005,0.155961,0.159653
"357","1.8","1.7",0.156282,0.136855,0.0903706,0.0287583,9.81145e-05,9.54301e-05,0.000119612,0.041245,0.100095,0.142151,0.15565,0.159653
"358","1.8","1.8",0.156282,0.138457,0.0945872,0.0330284,9.87408e-05,9.54301e-05,0.000118603,0.0381709,0.0959341,0.140156,0.155326,0.159653
"359","1.8","1.9",0.156283,0.139815,0.0984898,0.037146,9.94787e-05,9.54301e-05,0.000117722,0.0353725,0.091977,0.138003,0.154988,0.159653
"360","1.8","2.0",0.156283,0.140978,0.102101,0.0411183,0.000100313,9.54302e-05,0.000116882,0.0328147,0.0882189,0.135733,0.154634,0.159653
"361","1.9","0.1",0.15515,0.000189453,0.000101987,9.93175e-05,9.24932e-05,9.5032e-05,0.0192029,0.15649,0.156653,0.159315,0.159413,0.159655
"362","1.9","0.2",0.156154,0.00669844,0.000105832,0.000100227,9.26834e-05,9.5032e-05,0.00655834,0.152374,0.155471,0.158822,0.159249,0.159655
"363","1.9","0.3",0.156244,0.0280642,0.000114637,0.000101293,9.28855e-05,9.5032e-05,0.00193403,0.146426,0.15409,0.15829,0.15908,0.159655
"364","1.9","0.4",0.156268,0.047642,0.00030274,0.000102504,9.3106e-05,9.50311e-05,0.000372159,0.138145,0.152469,0.157715,0.158905,0.159655
"365","1.9","0.5",0.156279,0.0635168,0.0025579,0.000103945,9.3337e-05,9.50311e-05,0.000189165,0.127605,0.150563,0.157093,0.158724,0.159655
"366","1.9","0.6",0.156279,0.0767596,0.00993857,0.000105717,9.35807e-05,9.50311e-05,0.000166146,0.116785,0.148318,0.156417,0.158537,0.159655
"367","1.9","0.7",0.156276,0.0880503,0.0194244,0.000107842,9.38192e-05,9.50311e-05,0.000153825,0.106162,0.145692,0.155683,0.158342,0.159654
"368","1.9","0.8",0.156279,0.097021,0.028566,0.00011067,9.40652e-05,9.50311e-05,0.000145252,0.0964032,0.142652,0.154886,0.158141,0.159654
"369","1.9","0.9",0.156282,0.104546,0.0369372,0.000115825,9.43183e-05,9.50311e-05,0.000139255,0.0876508,0.139174,0.154019,0.157932,0.159654
"370","1.9","1.0",0.156283,0.110884,0.044645,0.000175662,9.45802e-05,9.50311e-05,0.000134711,0.0797524,0.135195,0.153075,0.157716,0.159654
"371","1.9","1.1",0.156285,0.116235,0.051785,0.000868728,9.48526e-05,9.50311e-05,0.000131143,0.0726246,0.130823,0.152047,0.157492,0.159654
"372","1.9","1.2",0.156286,0.120763,0.0584322,0.00342746,9.51372e-05,9.50311e-05,0.000128239,0.0663847,0.126263,0.150928,0.157259,0.159654
"373","1.9","1.3",0.156287,0.124603,0.0646362,0.00713652,9.54452e-05,9.50311e-05,0.00012577,0.0608902,0.121621,0.149712,0.157017,0.159654
"374","1.9","1.4",0.156287,0.127865,0.0704006,0.0114606,9.57661e-05,9.50311e-05,0.000123903,0.0560184,0.117047,0.148391,0.156765,0.159654
"375","1.9","1.5",0.156285,0.130635,0.0759779,0.0158661,9.61127e-05,9.50311e-05,0.000122216,0.0516669,0.112617,0.146957,0.156503,0.159654
"376","1.9","1.6",0.156282,0.133011,0.0814368,0.0202754,9.65012e-05,9.50311e-05,0.000120886,0.0477227,0.108198,0.145411,0.156231,0.159653
"377","1.9","1.7",0.156282,0.135058,0.0861121,0.0246066,9.69311e-05,9.50311e-05,0.000119612,0.0441986,0.103858,0.143747,0.155947,0.159653
"378","1.9","1.8",0.156282,0.136833,0.0904323,0.0287919,9.74153e-05,9.50311e-05,0.000118603,0.0410052,0.0997203,0.141959,0.155652,0.159653
"379","1.9","1.9",0.156283,0.138362,0.0944363,0.0328273,9.79711e-05,9.50311e-05,0.000117722,0.0380966,0.0957615,0.14004,0.155345,0.159653
"380","1.9","2.0",0.156283,0.13967,0.0981584,0.0367266,9.85934e-05,9.50311e-05,0.000116883,0.0354365,0.0919885,0.137976,0.155025,0.159653
"381","2.0","0.1",0.15515,0.000155277,0.000100952,9.86514e-05,9.20935e-05,9.46721e-05,0.0192028,0.156692,0.156715,0.15934,0.159422,0.159656
"382","2.0","0.2",0.156154,0.0048267,0.000104141,9.94814e-05,9.22596e-05,9.46721e-05,0.00655825,0.152941,0.155613,0.158876,0.159268,0.159656
"383","2.0","0.3",0.156244,0.0245183,0.000110078,0.000100427,9.24417e-05,9.46721e-05,0.00193407,0.14761,0.154335,0.158377,0.15911,0.159656
"384","2.0","0.4",0.156268,0.0437668,0.000175622,0.000101521,9.26281e-05,9.46722e-05,0.000372157,0.140246,0.152848,0.157839,0.158946,0.159656
"385","2.0","0.5",0.156279,0.0594629,0.00125859,0.00010278,9.28246e-05,9.4671e-05,0.000189169,0.130612,0.151111,0.157259,0.158776,0.159656
"386","2.0","0.6",0.156284,0.0725133,0.00711132,0.000104289,9.30399e-05,9.4671e-05,0.000166157,0.120175,0.149082,0.156632,0.158601,0.159655
"387","2.0","0.7",0.156278,0.0840813,0.0159243,0.000106143,9.32653e-05,9.4671e-05,0.000153825,0.110024,0.146715,0.155953,0.158419,0.159654
"388","2.0","0.8",0.156279,0.0932148,0.0248482,0.00010842,9.35056e-05,9.4671e-05,0.000145252,0.100353,0.143981,0.155218,0.158232,0.159654
"389","2.0","0.9",0.156282,0.100931,0.0330757,0.00011154,9.37385e-05,9.4671e-05,0.000139255,0.0915854,0.140858,0.154422,0.158038,0.159654
"390","2.0","1.0",0.156283,0.107486,0.0406642,0.000121116,9.39785e-05,9.4671e-05,0.000134711,0.0836903,0.137303,0.153559,0.157837,0.159654
"391","2.0","1.1",0.156285,0.113071,0.0477055,0.000283842,9.4226e-05,9.4671e-05,0.000131143,0.0764672,0.133302,0.152621,0.157629,0.159654
"392","2.0","1.2",0.156285,0.113071,0.0477055,0.000283842,9.4226e-05,9.4671e-05,0.000131143,0.0764672,0.133302,0.152621,0.157629,0.159654
"393","2.0","1.3",0.156287,0.121914,0.0604216,0.00446458,9.47486e-05,9.4671e-05,0.000125771,0.0643708,0.124642,0.150501,0.15719,0.159654
"394","2.0","1.4",0.156288,0.125405,0.0661951,0.00825311,9.50276e-05,9.4671e-05,0.000123906,0.059338,0.120197,0.149306,0.156959,0.159654
"395","2.0","1.5",0.156287,0.128395,0.0715643,0.0124169,9.53301e-05,9.4671e-05,0.000122216,0.0548448,0.115883,0.148013,0.156718,0.159654
"396","2.0","1.6",0.156285,0.130965,0.0769059,0.0165597,9.56449e-05,9.4671e-05,0.000120886,0.0507793,0.111646,0.146614,0.156467,0.159654
"397","2.0","1.7",0.156282,0.133181,0.0819684,0.0207498,9.5987e-05,9.4671e-05,0.000119612,0.0471047,0.107411,0.145111,0.156207,0.159653
"398","2.0","1.8",0.156282,0.135115,0.0863708,0.0248424,9.63783e-05,9.4671e-05,0.000118603,0.0437977,0.103305,0.143498,0.155937,0.159653
"399","2.0","1.9",0.156283,0.136802,0.0904697,0.0287985,9.67948e-05,9.4671e-05,0.000117722,0.0407805,0.0993625,0.141769,0.155657,0.159653
"400","2.0","2.0",0.156283,0.138267,0.0942829,0.0326251,9.72751e-05,9.4671e-05,0.000116883,0.0380202,0.0955868,0.139917,0.155365,0.159653
